,name,address,lat,lon,coordinates,rating
1787,Gelare,Gelare - The Star Vista,1.3065148551191612,103.7880306835998,"[1.3065148551191612, 103.7880306835998]",4.3
1788,Taratata Brasserie,Taratata Brasserie - Keong Saik Road,1.2801536,103.8414145,"[1.2801536, 103.8414145]",
1789,Koneko Japenese Food,Koneko Japanese Food - Matrix Building Food Court,1.3038650632308249,103.7925107737143,"[1.3038650632308249, 103.7925107737143]",5.0
1790,Foodloft,Foodloft - Havelock Road Foodloft,1.29036614744743,103.827417962546,"[1.29036614744743, 103.827417962546]",
1791,Uncle Penyet Nasi Lemak x Hungry Burger,Uncle Penyet Nasi Lemak x Hungry Burger - 3A Engineering Drive 2,1.298184,103.7711571,"[1.298184, 103.7711571]",4.6
1792,Watsons,Watsons - PSA Building,1.2736993796540457,103.80167694545456,"[1.2736993796540457, 103.80167694545456]",5.0
1793,Toast Box,Toast Box - Tiong Bahru Plaza,1.2861115,103.8275251,"[1.2861115, 103.8275251]",4.3
1794,Tang Pin,Tang Pin - MOE Building,1.3050014,103.7908798,"[1.3050014, 103.7908798]",4.3
1795,Three Buns,Three Buns at Potato Head,1.2804856,103.8417257,"[1.2804856, 103.8417257]",4.2
1796,Bismillah Indian Muslim,Bismillah Indian Muslim - Commonwealth Drive,1.3045309,103.7983020043089,"[1.3045309, 103.7983020043089]",3.7
1797,Hanguk Kitchen,Hanguk Kitchen - Tiong Bahru Estate,1.2832880556909,103.833499833171,"[1.2832880556909, 103.833499833171]",
1798,Tempura Oji,Tempura Oji - Kreta Ayer Road,1.28110156384811,103.842033239512,"[1.28110156384811, 103.842033239512]",
1799,California Supreme Pizza,California Supreme Pizza - The Metropolis,1.306097,103.79176,"[1.306097, 103.79176]",
1800,Hong Kong Sheng Kee Noodle House,Hong Kong Sheng Kee Noodle House - Tiong Bahru Plaza #02-137,1.2863732361445783,103.8276195,"[1.2863732361445783, 103.8276195]",4.2
1801,Ssikkek Korean Bbq 食客,Ssikkek Korean Bbq 食客 - The Oriental Plaza,1.28213,103.84174,"[1.28213, 103.84174]",
1802,Simply Bread,Simply Bread - The Metropolis,1.3063934,103.7913891,"[1.3063934, 103.7913891]",4.6
1803,Desserts Pavilion,Desserts Pavilion - Bukit Merah Lane 1,1.2865042,103.80447644,"[1.2865042, 103.80447644]",4.9
1804,SNK Super Store Pte. Ltd.,SNK Super Store Pte. Ltd. - Jalan Bukit Merah,1.287112780567456,103.80780935411067,"[1.287112780567456, 103.80780935411067]",5.0
1805,Master Prata,Master Prata - Alexandra Central,1.2872981,103.8050825,"[1.2872981, 103.8050825]",4.0
1806,Grand Shanghai Restaurant,Grand Shanghai Restaurant - King's Centre,1.2894048162568097,103.83569931344654,"[1.2894048162568097, 103.83569931344654]",4.9
1807,Unity,Unity - Alexandra Retail Centre,1.2738954,103.8014322,"[1.2738954, 103.8014322]",4.6
1808,Sakon Thai @ Tiong Bahru Plaza,Sakon Thai @ Tiong Bahru Plaza - Tiong Bahru Plaza,1.2864225,103.82743412380952,"[1.2864225, 103.82743412380952]",4.6
1809,J&S Ice Blended Juice & Smoothie,J&S Ice Blended Juice & Smoothie - Ayer Rajah Crescent,1.2974886,103.78770723333334,"[1.2974886, 103.78770723333334]",4.7
1810,Thai Dynasty,Thai Dynasty - Tiong Bahru Plaza #03-101,1.2864858838796478,103.8271511708289,"[1.2864858838796478, 103.8271511708289]",4.0
1811,Olivemart,Olivemart - New Bridge Centre,1.2826605,103.8425491,"[1.2826605, 103.8425491]",2.0
1812,Streets of Bangkok,Streets of Bangkok - Timbre+,1.2975617348447055,103.78732666666669,"[1.2975617348447055, 103.78732666666669]",4.2
1813,Nam Kee Pau,Nam Kee Pau - Tiong Bahru Plaza,1.28654571625016,103.82723725524868,"[1.28654571625016, 103.82723725524868]",4.5
1814,YEAH! Ichiban Burgers & Bento,YEAH! Ichiban Burgers & Bento - Ayer Rajah Food Centre I,1.29762,103.787452,"[1.29762, 103.787452]",
1815,Chuffles Gelato,Chuffles Gelato - Lengkok Bahru,1.287343,103.8135183,"[1.287343, 103.8135183]",
1816,Cheers (FairPrice Xpress) @ Esso,Cheers (FairPrice Xpress) @ Esso - Jervois,1.2925094,103.8256473,"[1.2925094, 103.8256473]",4.4
1817,Burgs By Project Warung,Burgs By Project Warung - Ayer Rajah Crescent,1.297699333333333,103.7872267,"[1.297699333333333, 103.7872267]",4.5
1818,McDonald's,McDonald's - Tiong Bahru Plaza,1.2865737080574031,103.82759392261504,"[1.2865737080574031, 103.82759392261504]",4.4
1819,Cha Inn,Cha Inn - North Tower Solaris ,1.297965255444305,103.79011629347887,"[1.297965255444305, 103.79011629347887]",4.0
1820,Sarpino's,Sarpino's - Bukit Merah Central,1.2840207,103.8161985,"[1.2840207, 103.8161985]",3.8
1821,Ayam Penyet Power,Ayam Penyet Power - Lengkok Bahru ,1.287629936022279,103.81388944477534,"[1.287629936022279, 103.81388944477534]",1.3
1822,Playmade by 丸作,Playmade - Tiong Bahru Plaza,1.2866039276123045,103.8277865,"[1.2866039276123045, 103.8277865]",4.5
1823,Moo's Thai Street Kitchen,Moo's Thai Street Kitchen - Faculty of Science Phase 2,1.2963514,103.7803006,"[1.2963514, 103.7803006]",4.7
1824,Park Cafe,Park Cafe - Henderson Road,1.284580907733826,103.8193745262227,"[1.284580907733826, 103.8193745262227]",5.0
1825,Mian Mian Bu Duan,Mian Mian Bu Duan Peanut Pancake - Bukit Merah Central,1.284057,103.816829,"[1.284057, 103.816829]",5.0
1826,Mixed Grill,Mixed Grill - Kinesis,1.2984304508576914,103.78851586027017,"[1.2984304508576914, 103.78851586027017]",3.7
1827,85 Ma La Xiang Guo,85 Ma La Xiang Guo  - Redhill Food Centre [Stall 86],1.2872806,103.81796784291204,"[1.2872806, 103.81796784291204]",3.5
1828,Professor Brawn Bistro,Professor Brawn Bistro - Enabling Village,1.2862978,103.81470758425117,"[1.2862978, 103.81470758425117]",4.6
1829,Origanics,Origanics - Lower Kent Ridge Road,1.2970342,103.7807044,"[1.2970342, 103.7807044]",5.0
1830,Yong Kee Hainanese Chicken Rice,Yong Kee Hainanese Chicken Rice  - Redhill Food Centre [Stall 79],1.2873629,103.8181011279992,"[1.2873629, 103.8181011279992]",4.1
1831,MOS Burger,MOS Burger - Tiong Bahru Plaza,1.2866101257172886,103.82709076430206,"[1.2866101257172886, 103.82709076430206]",4.4
1832,Directly,Directly - Fusionopolis Way,1.2987981,103.7873693,"[1.2987981, 103.7873693]",
1833,Xin Wang Hong Kong Cafe,Xin Wang Hong Kong Cafe - Anchorpoint,1.2882518522469013,103.80480878270872,"[1.2882518522469013, 103.80480878270872]",4.2
1834,KOB,KOB - Kingdom of Belgians - 8 Rodyk,1.289812,103.837495,"[1.289812, 103.837495]",3.0
1835,RedHill Beta,Redhill 85 Food Centre,1.2874035766136944,103.8181267,"[1.2874035766136944, 103.8181267]",4.2
1836,R&B Tea,R&B Tea - Connexis,1.2991527340440234,103.78755016363635,"[1.2991527340440234, 103.78755016363635]",4.7
1837,Kampong Chicken Eating House,Kampong Chicken Eating House - Outram Road,1.2847751,103.8350093,"[1.2847751, 103.8350093]",3.9
1838,Wen Jia Bao,Wen Jia Bao 温家饱 - People's Park Complex,1.2847072930461536,103.84247661133212,"[1.2847072930461536, 103.84247661133212]",3.9
1839,Axquisite,Axquisite - Redhill Forum,1.284332,103.811285,"[1.284332, 103.811285]",
1840,PityPartyPasta,PityPartyPasta - Sprout Hub,1.284562475,103.8193729,"[1.284562475, 103.8193729]",5.0
1841,Western Hut,Western Hut - Havelock Road,1.2879315,103.8296348,"[1.2879315, 103.8296348]",4.5
1842,Tai Chong Kok,Tai Chong Kok - Sago Street,1.2821971436122923,103.84383736823298,"[1.2821971436122923, 103.84383736823298]",5.0
1843,Wang Coffee Stall,Wang Coffee Stall  - Redhill Food Centre [Stall 89],1.2873288,103.8178941,"[1.2873288, 103.8178941]",4.0
1844,The Ice Cream Store,The Ice Cream Store - Outram Road,1.286791,103.8345088,"[1.286791, 103.8345088]",5.0
1845,The Oyster Bank,The Oyster Bank - Great World City,1.29364833279045,103.831370251201,"[1.29364833279045, 103.831370251201]",5.0
1846,Ashmi Restaurant,Ashmi Restaurant - Pasir Panjang Road,1.2760326,103.7932232,"[1.2760326, 103.7932232]",4.3
1847,PIPES by Hattendo,PIPES by Hattendo - Dorsett Residences,1.2802152,103.84066,"[1.2802152, 103.84066]",4.6
1848,Cheng Ming Ji,Cheng Ming Ji - Seng Poh Road,1.28504101,103.8326068,"[1.28504101, 103.8326068]",4.2
1849,Hong Seng Curry Rice,Hong Seng Curry Rice - Redhill Food Centre [Stall 74],1.28747825,103.81814925,"[1.28747825, 103.81814925]",4.4
1850,Ya Hua Bak Kut Teh,Ya Hua Bak Kut Teh - Isetan Office Building,1.2894396,103.8320348,"[1.2894396, 103.8320348]",4.3
1851,Nanyang Old Coffee,Nanyang Old Coffee - Tiong Bahru Road,1.2846948,103.8342817,"[1.2846948, 103.8342817]",4.5
1852,Sky Fresh Fruit Juices,Sky Fresh Fruit Juices - Redhill Food Centre,1.28736301,103.818133,"[1.28736301, 103.818133]",4.3
1853,Hoodadak Korean Restaurant,Hoodadak Korean Restaurant - Galaxis,1.2995826,103.78805598894888,"[1.2995826, 103.78805598894888]",4.5
1854,Man Yuan Gourmet,Man Yuan Gourmet  - Redhill Food Centre [Stall 20],1.287388675,103.81842145,"[1.287388675, 103.81842145]",3.8
1855,Angel & Devil,Angel & Devil - Keong Saik Road,1.28004,103.84165,"[1.28004, 103.84165]",
1856,Rong Ji Traditional Hainanese Chicken Rice,Rong Ji Traditional Hainanese Chicken Rice  - Redhill Food Centre [Stall 42],1.2873682,103.8182443,"[1.2873682, 103.8182443]",4.1
1857,Tiong Bahru Hainanese Chicken Rice,Tiong Bahru Hainanese Chicken Rice - Bukit Merah View,1.2850741252316782,103.8212334,"[1.2850741252316782, 103.8212334]",4.4
1858,Chef Wang Fried Rice,Chef Wang Fried Rice - Beo Crescent,1.288661,103.827677,"[1.288661, 103.827677]",
1859,Must Thai Food,Must Thai Food - E-Centre@Redhill,1.2852921,103.8113637,"[1.2852921, 103.8113637]",4.9
1860,Faith & Aaron Mini Hotpot,Faith & Aaron Mini Hotpot  - Redhill Food Centre [Stall 29],1.2874158621228349,103.81838855131424,"[1.2874158621228349, 103.81838855131424]",4.6
1861,Nam Kee Pau,Nam Kee Pau - Harbourfront Centre,1.2650319516086297,103.82079370669798,"[1.2650319516086297, 103.82079370669798]",4.0
1862,The Square,The Square - Furama - Furama Riverfront,1.2878583,103.83613553417722,"[1.2878583, 103.83613553417722]",4.0
1863,Go Pure,GoPure - Tan Boon Liat,1.2872771480398606,103.8342591,"[1.2872771480398606, 103.8342591]",5.0
1864,KOI The,KOI The - Harbourfront Centre,1.265127179291347,103.82018691302028,"[1.265127179291347, 103.82018691302028]",4.7
1865,Super Simple,Super Simple - Galaxis,1.299863066093863,103.78796669430152,"[1.299863066093863, 103.78796669430152]",4.5
1866,S,S-tripes Hotpot - Havelock Road,1.289529230886715,103.8277212,"[1.289529230886715, 103.8277212]",3.4
1867,Sisaket Thai Food,Sisaket Thai Food - Bukit Merah View [Stall 1],1.2853449,103.8224915,"[1.2853449, 103.8224915]",4.1
1868,Pastaria Abate,Pastaria Abate - Neil Road,1.2795775544695402,103.8421942119881,"[1.2795775544695402, 103.8421942119881]",3.5
1869,Fatty BomBom,Fatty BomBom - Leng Kee Point,1.2910977197800406,103.8130113675968,"[1.2910977197800406, 103.8130113675968]",4.3
1870,Mooteow Chilli Beef Kway Teow,Mooteow Chilli Beef Kway Teow - Redhill Food Centre,1.284202,103.8129583,"[1.284202, 103.8129583]",
1871,Indline,Indline - Keong Saik Road,1.2802136,103.841584,"[1.2802136, 103.841584]",3.6
1872,Cui Xiang Yuan,Cui Xiang Yuan - Tanglin Halt Road,1.3005182,103.79823346666667,"[1.3005182, 103.79823346666667]",4.3
1873,Tom Yum Goong,Tom Yum Goong - Pasir Panjang Food Centre,1.2761134076571905,103.79134311577454,"[1.2761134076571905, 103.79134311577454]",4.4
1874,Mount Faber Nasi Lemak,Mount Faber Nasi Lemak - Since 1975 - Kreta Ayer Road,1.2811151,103.842153,"[1.2811151, 103.842153]",3.8
1875,Ban Mian Fish Soup,Ban Mian Fish Soup - Dawson Place,1.292797,103.810529,"[1.292797, 103.810529]",
1876,Hanguk Kitchen,Hanguk Kitchen - Dawson Place,1.292736,103.810962,"[1.292736, 103.810962]",
1877,Golden Land Restaurant,Golden Land Restaurant - New Bridge Road,1.2822683,103.8419944,"[1.2822683, 103.8419944]",5.0
1878,Iko Restaurant & Bar,Iko Restaurant & Bar - Neil Road,1.27947981540275,103.842261494316,"[1.27947981540275, 103.842261494316]",
1879,Earle Swensen's,Earle Swensen's - VivoCity [Islandwide Delivery],1.2637216694182882,103.8229488722116,"[1.2637216694182882, 103.8229488722116]",4.6
1880,The Social Space,The Social Space - Kreta Ayer Road,1.2810757,103.84222666666668,"[1.2810757, 103.84222666666668]",4.8
1881,Red House Seafood,Red House Seafood - Grand Copthorne Waterfront Hotel,1.29031171,103.835134,"[1.29031171, 103.835134]",
1882,Marks & Spencer,Marks & Spencer - Vivo City [Islandwide Delivery],1.2639443872570126,103.82299719133186,"[1.2639443872570126, 103.82299719133186]",4.2
1883,CT Authentic Nasi Padang,CT Authentic Nasi Padang - Zion Riverside Food Centre [Stall 1],1.2924186,103.8310178,"[1.2924186, 103.8310178]",4.4
1884,Mofo Chili,Mofo Chili - The Crest,1.29276575,103.8202322,"[1.29276575, 103.8202322]",5.0
1885,Makan Society Sg,Makan Society Sg - Chinatown Complex,1.2822774,103.8431927,"[1.2822774, 103.8431927]",
1886,Tikka Taj,Tikka Taj - Tikka Taj - Rodyk Street,1.2899206773663927,103.83732062,"[1.2899206773663927, 103.83732062]",5.0
1887,Bar Bar Black Sheep,Bar Bar Black Sheep - Robertson Quay,1.2901373410018924,103.8369154,"[1.2901373410018924, 103.8369154]",
1888,Joo Chiat Beef King,Joo Chiat Beef King - Chinatown Complex,1.282729,103.843468,"[1.282729, 103.843468]",
1889,Seeds of India,Seeds of India - Nucleos,1.30206249,103.792776,"[1.30206249, 103.792776]",
1890,Wasabi Tei,Wasabi Tei - Tiong Bahru Plaza,1.2864805,103.8268621172228,"[1.2864805, 103.8268621172228]",3.9
1891,Chirashi King Kong,Chirashi King Kong - Neuros,1.3023037666666666,103.79296229449884,"[1.3023037666666666, 103.79296229449884]",4.4
1892,Greet Tea,Greet Tea - Kent Ridge Drive,1.2952431,103.7703699,"[1.2952431, 103.7703699]",4.0
1893,Heavenly Wang,Heavenly Wang - SAFRA Mount Faber,1.2775851666666669,103.8173069,"[1.2775851666666669, 103.8173069]",4.3
1894,Guardian,Guardian - Tiong Bahru Plaza,1.2865857244601528,103.82689049682848,"[1.2865857244601528, 103.82689049682848]",4.5
1895,Grain & Hops,Grain & Hops - Leng Kee Autopoint,1.2910749,103.81308905,"[1.2910749, 103.81308905]",5.0
1896,Subway,Subway - 100AM,1.2745847,103.84345985,"[1.2745847, 103.84345985]",4.3
1897,Curry House,Curry House - Bukit Merah Central Food Centre [#02-23],1.2835664,103.8169188,"[1.2835664, 103.8169188]",5.0
1898,JYY Singapore,JYY Singapore - The Alexcier,1.291578,103.813751,"[1.291578, 103.813751]",
1899,LiHO Tea,LiHO Tea - Guoco Tower,1.27666046,103.84510065,"[1.27666046, 103.84510065]",4.7
1900,Harmony Food Corner,Harmony Food Corner - Mapletree Business City,1.27493246666667,103.799000733333,"[1.27493246666667, 103.799000733333]",
1901,Makko Teck Neo,Makko Teck Neo - The Metropolis,1.3057455,103.79130224578384,"[1.3057455, 103.79130224578384]",4.2
1902,OMMAS,OMMAS - Skyville @ Dawson,1.295228139053145,103.81067979694936,"[1.295228139053145, 103.81067979694936]",
1903,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf - International Plaza,1.2757747714285714,103.8462829,"[1.2757747714285714, 103.8462829]",4.5
1904,Ming Fa Fishball,Ming Fa Fishball - Peoples Park,1.2848737,103.84235693333336,"[1.2848737, 103.84235693333336]",4.3
1905,Chuan Wei Fang,Chuan Wei Fang - New Market Road,1.2846589,103.84256856666669,"[1.2846589, 103.84256856666669]",3.9
1906,Indonesia Sedap Nasi Padang,Indonesia Sedap Nasi Padang - Bukit Merah Central,1.283498357142857,103.81669243315228,"[1.283498357142857, 103.81669243315228]",3.8
1907,Tiong Bahru Mala Hotpot,Tiong Bahru Mala Hotpot - Tiong Bahru Plaza #03-101,1.286422322975369,103.82676693580726,"[1.286422322975369, 103.82676693580726]",4.1
1908,HaoJie Teochew Braised Duck,HaoJie Teochew Braised Duck - Bukit Merah Central,1.284164,103.816883,"[1.284164, 103.816883]",3.3
1909,Guoco Tower B1 and B2 - Mix & Match,Guoco Tower B1 and B2 - Mix & Match,1.2767728,103.84537497358492,"[1.2767728, 103.84537497358492]",4.0
1910,Teenoy Thai Kitchen,Teenoy Thai Kitchen - Commonwealth Drive,1.304742,103.798401,"[1.304742, 103.798401]",4.0
1911,Boost Juice Bars,Boost Juice Bars - Tiong Bahru Plaza,1.2865560416666668,103.8269022,"[1.2865560416666668, 103.8269022]",4.5
1912,Authentic Hong Kong Delights,Authentic Hong Kong Delights - Maxwell Food Centre,1.27988849939858,103.845045736959,"[1.27988849939858, 103.845045736959]",
1913,Zhong Ji Noodles Redhill,Zhong Ji Noodles Redhill  - Redhill Food Centre [Stall 85],1.2872581975546546,103.81797333333334,"[1.2872581975546546, 103.81797333333334]",4.5
1914,Tiong Bahru View,Fish & Chicks - Tiong Bahru,1.286055266857147,103.8294386,"[1.286055266857147, 103.8294386]",4.0
1915,Fuji Izakaya,Fuji Izakaya - The Star Vista,1.30634757,103.7883611,"[1.30634757, 103.7883611]",3.3
1916,Faith Nasi Lemak Fried Bee Hoon Mee,Faith Nasi Lemak Fried Bee Hoon Mee  - Redhill Food Centre [Stall 30],1.2873758162043636,103.8183971,"[1.2873758162043636, 103.8183971]",4.3
1917,Food Barn,Food Barn - Alexandra Road,1.27751075,103.8000805459948,"[1.27751075, 103.8000805459948]",4.4
1918,Manchurian Queen,Manchurian Queen - Alexandra Retail Centre,1.273623109291364,103.8016755,"[1.273623109291364, 103.8016755]",3.7
1919,Kekito Low Carb and Keto,Kekito Low Carb & Keto - Everton Park,1.27705385592198,103.838590160427,"[1.27705385592198, 103.838590160427]",
1920,Hayashi @ Artra,Hayashi @ Artra,1.2900110844595292,103.8171755989482,"[1.2900110844595292, 103.8171755989482]",1.0
1921,San Duck Rice,San Duck Rice - Havelock Cooked Food Centre,1.2878294,103.82952833333331,"[1.2878294, 103.82952833333331]",3.4
1922,Shi Chuan Mala Xiang Guo,Shi Chuan Mala Xiang Guo - Bukit Merah Central,1.2834804457311924,103.8166354,"[1.2834804457311924, 103.8166354]",3.5
1923,Lau Jiang Fishball Noodle,Lau Jiang Fishball Noodle - Jalan Membina,1.28579115,103.82668834,"[1.28579115, 103.82668834]",4.4
1924,Tong Lok Kway Chap,Tong Lok Kway Chap - Bukit Merah Central,1.284164,103.816883,"[1.284164, 103.816883]",
1925,Pu Tian Delights,Pu Tian Delights - Bukit Merah Lane 1,1.2860873802130894,103.8042241,"[1.2860873802130894, 103.8042241]",3.8
1926,Dubai Shawarma (DS),Dubai Shawarma (DS) - Oxley Tower,1.27882,103.848305,"[1.27882, 103.848305]",2.0
1927,Tidjai Thai Food,Tidjai Thai Food - Redhill Road,1.2886083,103.8157174,"[1.2886083, 103.8157174]",4.3
1928,Yummy Punjaby,Yummy Punjaby -  321 Alexandra Road,1.2870865,103.80530658333332,"[1.2870865, 103.80530658333332]",3.3
1929,Shio Nasi Lemak,Shio Nasi Lemak - Tiong Bahru Plaza,1.2865678272727272,103.8272509,"[1.2865678272727272, 103.8272509]",3.4
1930,Alexandra Village Avocado,Alexandra Village Avocado - Beo Crescent,1.2888901,103.82739075,"[1.2888901, 103.82739075]",3.0
1931,Otoko Ramen,Otoko Ramen - Alexandra Central Mall,1.2874289,103.805066,"[1.2874289, 103.805066]",4.1
1932,DUMPLINGS.RU (by Ang Moh Dumplings),DUMPLINGS.RU (by Ang Moh dumplings) - Maxwell Chambers,1.2774012,103.84654685,"[1.2774012, 103.84654685]",3.8
1933,WaPizza,WaPizza - Tiong Bahru Plaza,1.286659552,103.8278224,"[1.286659552, 103.8278224]",
1934,Master Wang Ramen Xiao Long Bao,Master Wang Ramen Xiao Long Bao - Queensway Shopping Centre,1.2876666,103.80355051813892,"[1.2876666, 103.80355051813892]",3.9
1935,Ah Heng Duck Rice,Ah Heng Duck Rice - Redhill Lane,1.2874775,103.8182248,"[1.2874775, 103.8182248]",
1936,Cafe 3,Cafe 3 - Teo Hong Road,1.280289020530592,103.84064433333332,"[1.280289020530592, 103.84064433333332]",4.4
1937,Thai Lady Thai Food,Thai Lady Thai Food - Henderson Road,1.2844774,103.8192147,"[1.2844774, 103.8192147]",
1938,NS Thai Cuisine,NS Thai Cuisine - Bukit Merah View,1.28506925,103.821893,"[1.28506925, 103.821893]",4.5
1939,Kwang Lee Fishball Mee,Kwang Lee Fishball Mee - Jalan Bukit Ho Swee,1.2880768760099,103.82708127923,"[1.2880768760099, 103.82708127923]",
1940,Kopi Korner,Kopi Korner - Harbourfront Centre ,1.2632999109330376,103.82052966434765,"[1.2632999109330376, 103.82052966434765]",4.6
1941,Wang Yuan Cafe,Wang Yuan Cafe - Keong Saik Road,1.28004105,103.84155390940684,"[1.28004105, 103.84155390940684]",4.2
